Name,CoagSense,,,,,,,,,
ID,EE32:631E,,,,,,,,,
Serial No.,27DE:EE32:631E,,,,,,,,,
Version,1.35.00,,,,,,,,,
Timezone,Europe/London,,,,,,,,,
,,,,,,,,,,
Id,Time,pH (Raw) 1.1: pH,pH (Post-Caustic) 5.1: pH,SC Control (PID/Flow) 1.1: 1,pH (Post-Alum) 5.2: pH,pH Control (PID/Flow) 1.2: 1,SCM 1.3: Streaming Current,Coagulation Control 1.1: 1,Flow Sensor 1.4: Flow,SCM 1.3: True Streaming Current
340562,09/09/2019 00:20,6.67,10.65,95.6,5.96,68.6,1,95.6,139.2,-46
340563,09/09/2019 00:25,6.66,10.65,95.6,5.96,68.6,0,95.6,140.1,-47
340564,09/09/2019 00:30,6.66,10.65,95.6,5.96,68.7,-1,95.6,140.2,-48
340565,09/09/2019 00:35,6.65,10.65,95.6,5.97,68.7,-2,95.6,140.3,-49
340566,09/09/2019 00:40,6.65,10.65,95.6,5.97,68.7,1,95.6,139,-46
340567,09/09/2019 00:45,6.64,10.66,95.4,5.97,68.7,3,95.4,139.8,-44
340568,09/09/2019 00:50,6.64,10.66,95.4,5.97,68.7,0,95.4,139.4,-47
340569,09/09/2019 00:55,6.63,10.66,95.2,5.98,68.7,3,95.2,139.9,-44
340570,09/09/2019 01:00,6.63,10.66,95.1,5.98,68.7,2,95.1,139.3,-45
340571,09/09/2019 01:05,0,0,0,5.98,0,0,0,2.3,0
340572,09/09/2019 01:10,0,0,0,5.99,0,0,0,1.5,0
340573,09/09/2019 01:15,0,0,0,6.03,0,0,0,1.6,0
340574,09/09/2019 01:20,0,0,0,6.06,0,0,0,1.3,0
340575,09/09/2019 01:25,0,0,0,6.04,0,0,0,1.2,0
340576,09/09/2019 01:30,0,0,0,6.03,0,0,0,1.2,0
340577,09/09/2019 01:35,0,0,0,6.02,0,0,0,1,0
340578,09/09/2019 01:40,0,0,0,6.02,0,0,0,1.2,0
340579,09/09/2019 01:45,0,0,0,6.02,0,0,0,1.5,0
340580,09/09/2019 01:50,0,0,0,6.01,0,0,0,1.5,0
340581,09/09/2019 01:55,0,0,0,6.01,0,0,0,1.9,0
340582,09/09/2019 02:00,0,0,0,6,0,0,0,1.2,0
340583,09/09/2019 02:05,0,0,0,5.99,0,0,0,1.5,0
340584,09/09/2019 02:10,0,0,0,5.98,0,0,0,1.6,0
340585,09/09/2019 02:15,0,0,0,5.97,0,0,0,1.7,0
340586,09/09/2019 02:20,8.36,9.11,95,5.96,68.7,-1,95,144.1,-48
340587,09/09/2019 02:25,7.72,10.11,95,5.95,68.7,-1,95,139.6,-48
340588,09/09/2019 02:30,7.32,10.42,95,5.95,68.7,-2,95,140.1,-49
340589,09/09/2019 02:35,7.07,10.57,95,5.94,68.7,-4,95,139.7,-51
340590,09/09/2019 02:40,6.92,10.62,95,5.94,68.7,0,95,140.5,-47
340591,09/09/2019 02:45,6.83,10.64,95,5.93,68.7,0,95,139.9,-47
340592,09/09/2019 02:50,6.76,10.64,95.2,5.93,68.7,-2,95.2,139.9,-49
340593,09/09/2019 02:55,6.7,10.63,95.1,5.92,68.8,3,95.1,140.3,-44
340594,09/09/2019 03:00,6.68,10.64,95.1,5.92,68.8,1,95.1,140.2,-46
340595,09/09/2019 03:05,6.67,10.64,95.1,5.92,68.9,3,95.1,140.4,-44
340596,09/09/2019 03:10,6.66,10.64,95,5.92,68.9,1,95,140.3,-46
340597,09/09/2019 03:15,6.65,10.65,94.9,5.92,68.9,1,94.9,140.3,-46
340598,09/09/2019 03:20,6.65,10.65,94.9,5.93,69,-1,94.9,139.4,-48
340599,09/09/2019 03:25,6.64,10.65,94.8,5.93,69,-1,94.8,140.1,-48
340600,09/09/2019 03:30,6.64,10.66,94.8,5.93,69.1,-1,94.8,139.7,-48
340601,09/09/2019 03:35,6.64,10.66,95.1,5.94,69.1,-4,95.1,140,-51
340602,09/09/2019 03:40,6.63,10.66,95.2,5.94,69.1,-4,95.2,139.2,-51
340603,09/09/2019 03:45,6.63,10.66,95.2,5.95,69.1,1,95.2,139.5,-46
340604,09/09/2019 03:50,6.63,10.66,95.2,5.95,69.2,-2,95.2,140,-49
340605,09/09/2019 03:55,0,0,0,5.96,0,0,0,1.9,0
340606,09/09/2019 04:00,0,0,0,5.98,0,0,0,1.6,0
340607,09/09/2019 04:05,0,0,0,6.03,0,0,0,2,0
340608,09/09/2019 04:10,0,0,0,6.03,0,0,0,0.7,0
340609,09/09/2019 04:15,0,0,0,6.01,0,0,0,1.4,0
340610,09/09/2019 04:20,0,0,0,6,0,0,0,1.4,0
340611,09/09/2019 04:25,0,0,0,6,0,0,0,1.4,0
340612,09/09/2019 04:30,0,0,0,6,0,0,0,1.3,0
340613,09/09/2019 04:35,0,0,0,6,0,0,0,0.9,0
340614,09/09/2019 04:40,0,0,0,5.99,0,0,0,1.2,0
340615,09/09/2019 04:45,0,0,0,5.99,0,0,0,1.3,0
340616,09/09/2019 04:50,0,0,0,5.99,0,0,0,1.8,0
340617,09/09/2019 04:55,0,0,0,5.98,0,0,0,0.7,0
340618,09/09/2019 05:00,0,0,0,5.98,0,0,0,1.6,0
340619,09/09/2019 05:05,0,0,0,5.97,0,0,0,1.3,0
340620,09/09/2019 05:10,0,0,0,5.97,0,0,0,1.3,0
340621,09/09/2019 05:15,0,0,0,5.96,0,0,0,1.4,0
340622,09/09/2019 05:20,0,0,0,5.97,0,0,0,108.4,0
340623,09/09/2019 05:25,8.34,9.42,95.2,5.97,69.2,-15,95.2,142.4,-62
340624,09/09/2019 05:30,7.83,10.19,95.2,5.97,69.2,-14,95.2,140.9,-61
340625,09/09/2019 05:35,7.49,10.45,95.2,5.97,69.2,-11,95.2,141.1,-58
340626,09/09/2019 05:40,7.24,10.59,95.2,5.96,69.2,-12,95.2,139.7,-59
340627,09/09/2019 05:45,7.07,10.64,95.2,5.95,69.2,-9,95.2,140.2,-56
340628,09/09/2019 05:50,6.95,10.65,95.2,5.94,69.2,-10,95.2,140.2,-57
340629,09/09/2019 05:55,6.86,10.65,95.8,5.94,69.2,-9,95.8,139.8,-56
340630,09/09/2019 06:00,6.78,10.64,96,5.93,69.2,-1,96,139.8,-48
340631,09/09/2019 06:05,6.74,10.66,96.3,5.93,69.2,-4,96.3,140.3,-51
340632,09/09/2019 06:10,6.72,10.66,96.5,5.92,69.3,-5,96.5,140.5,-52
340633,09/09/2019 06:15,6.71,10.66,96.5,5.92,69.3,-1,96.5,140.5,-48
340634,09/09/2019 06:20,6.7,10.65,96.6,5.92,69.4,-4,96.6,140.9,-51
340635,09/09/2019 06:25,6.69,10.66,96.5,5.92,69.4,3,96.5,140.4,-44
340636,09/09/2019 06:30,6.68,10.66,96.5,5.92,69.4,-2,96.5,140.3,-49
340637,09/09/2019 06:35,6.67,10.66,96.6,5.93,69.5,-1,96.6,140.3,-48
340638,09/09/2019 06:40,6.67,10.66,96.7,5.93,69.5,-2,96.7,140.8,-49
340639,09/09/2019 06:45,6.66,10.66,96.7,5.93,69.5,-1,96.7,140.4,-48
340640,09/09/2019 06:50,6.66,10.67,96.8,5.93,69.6,-1,96.8,140.1,-48
340641,09/09/2019 06:55,0,0,0,5.93,0,0,0,1.8,0
340642,09/09/2019 07:00,0,0,0,5.96,0,0,0,1.1,0
340643,09/09/2019 07:05,0,0,0,6,0,0,0,1.2,0
340644,09/09/2019 07:10,0,0,0,6,0,0,0,1.4,0
340645,09/09/2019 07:15,0,0,0,5.98,0,0,0,1.3,0
340646,09/09/2019 07:20,0,0,0,5.97,0,0,0,1.6,0
340647,09/09/2019 07:25,0,0,0,5.98,0,0,0,1.1,0
340648,09/09/2019 07:30,0,0,0,5.98,0,0,0,1.4,0
340649,09/09/2019 07:35,0,0,0,5.99,0,0,0,1.6,0
340650,09/09/2019 07:40,0,0,0,5.98,0,0,0,1.4,0
340651,09/09/2019 07:45,0,0,0,5.99,0,0,0,1.6,0
340652,09/09/2019 07:50,0,0,0,5.99,0,0,0,1.5,0
340653,09/09/2019 07:55,0,0,0,5.99,0,0,0,1,0
340654,09/09/2019 08:00,0,0,0,5.99,0,0,0,1.1,0
340655,09/09/2019 08:05,0,0,0,5.98,0,0,0,1.2,0
340656,09/09/2019 08:10,0,0,0,5.98,0,0,0,2.5,0
340657,09/09/2019 08:15,8.41,9.73,96.7,5.97,69.6,-10,96.7,140.9,-57
340658,09/09/2019 08:20,7.85,10.3,96.7,5.97,69.6,-15,96.7,141,-62
340659,09/09/2019 08:25,7.46,10.52,96.7,5.97,69.6,-7,96.7,141.4,-54
340660,09/09/2019 08:30,7.2,10.63,96.7,5.96,69.6,-8,96.7,139.5,-55
340661,09/09/2019 08:35,7.03,10.66,96.7,5.95,69.6,-8,96.7,139,-55
340662,09/09/2019 08:40,6.91,10.67,96.7,5.94,69.6,-7,96.7,139.6,-54
340663,09/09/2019 08:45,6.82,10.66,96.9,5.93,69.6,-3,96.9,139.7,-50
340664,09/09/2019 08:50,6.75,10.65,97,5.92,69.7,-1,97,140.3,-48
340665,09/09/2019 08:55,6.72,10.66,96.9,5.92,69.7,-2,96.9,139.8,-49
340666,09/09/2019 09:00,6.7,10.66,97,5.92,69.7,-1,97,140.4,-48
340667,09/09/2019 09:05,6.69,10.66,96.9,5.91,69.8,0,96.9,139.7,-47
340668,09/09/2019 09:10,6.68,10.66,96.9,5.91,69.8,-1,96.9,139.7,-48
340669,09/09/2019 09:15,6.67,10.66,96.8,5.92,69.9,1,96.8,139.6,-46
340670,09/09/2019 09:20,6.67,10.66,96.7,5.92,69.9,0,96.7,140.7,-47
340671,09/09/2019 09:25,6.66,10.66,96.7,5.92,69.9,1,96.7,140,-46
340672,09/09/2019 09:30,6.66,10.67,96.6,5.93,70,3,96.6,139.9,-44
340673,09/09/2019 09:35,6.65,10.67,96.5,5.93,70,1,96.5,140,-46
340674,09/09/2019 09:40,6.65,10.67,96.5,5.94,70,-2,96.5,141.6,-49
340675,09/09/2019 09:45,6.65,10.67,96.4,5.94,70.1,2,96.4,140.7,-45
340676,09/09/2019 09:50,6.64,10.67,96.4,5.95,70.1,2,96.4,140.7,-45
340677,09/09/2019 09:55,6.64,10.67,96.4,5.95,70.1,-1,96.4,142.4,-48
340678,09/09/2019 10:00,6.64,10.67,96.6,5.96,70.1,-3,96.6,141.7,-50
340679,09/09/2019 10:05,6.64,10.68,96.4,5.96,70.2,5,96.4,140.1,-42
340680,09/09/2019 10:10,6.64,10.68,96.5,5.97,70.2,-2,96.5,140.2,-49
340681,09/09/2019 10:15,6.64,10.68,96.5,5.97,70.2,-2,96.5,140.6,-49
340682,09/09/2019 10:20,6.63,10.68,96.5,5.97,70.2,-2,96.5,140.1,-49
340683,09/09/2019 10:25,6.63,10.68,96.7,5.98,70.2,-2,96.7,140.7,-49
340684,09/09/2019 10:30,6.63,10.68,96.9,5.98,70.2,-5,96.9,140,-52
340685,09/09/2019 10:35,6.63,10.68,96.8,5.99,70.2,2,96.8,139.9,-45
340686,09/09/2019 10:40,6.63,10.68,96.7,5.99,70.2,5,96.7,140.2,-42
340687,09/09/2019 10:45,6.63,10.68,96.8,6,70.2,0,96.8,140.3,-47
340688,09/09/2019 10:50,6.62,10.68,96.7,6,70.2,2,96.7,139.2,-45
340689,09/09/2019 10:55,6.62,10.68,96.5,6.01,70.2,0,96.5,139.5,-47
340690,09/09/2019 11:00,6.62,10.68,96.5,6.01,70.2,1,96.5,139.3,-46
340691,09/09/2019 11:05,6.62,10.68,96.4,6.02,70.2,0,96.4,140.8,-47
340692,09/09/2019 11:10,6.62,10.68,96.4,6.02,70.2,0,96.4,140.1,-47
340693,09/09/2019 11:15,6.62,10.68,96.3,6.02,70.2,1,96.3,138.9,-46
340694,09/09/2019 11:20,6.62,10.68,96.3,6.03,70.2,1,96.3,140.8,-46
340695,09/09/2019 11:25,6.62,10.68,96.2,6.03,70.2,0,96.2,139.8,-47
340696,09/09/2019 11:30,6.62,10.68,96.4,6.04,70.1,-3,96.4,140.6,-50
340697,09/09/2019 11:35,6.62,10.68,96.2,6.04,70.1,5,96.2,140.4,-42
340698,09/09/2019 11:40,6.62,10.68,96.2,6.04,70.1,3,96.2,140.9,-44
340699,09/09/2019 11:45,6.62,10.68,96,6.04,70.1,2,96,140.8,-45
340700,09/09/2019 11:50,6.62,10.68,95.9,6.04,70.1,1,95.9,140.7,-46
340701,09/09/2019 11:55,6.62,10.68,95.9,6.05,70,-1,95.9,140.8,-48
340702,09/09/2019 12:00,6.62,10.68,95.8,6.05,70,1,95.8,140.4,-46
340703,09/09/2019 12:05,6.62,10.68,95.8,6.05,70,-1,95.8,139.1,-48
340704,09/09/2019 12:10,6.62,10.69,95.8,6.05,70,-1,95.8,140.4,-48
340705,09/09/2019 12:15,6.62,10.69,95.9,6.06,69.9,0,95.9,139.2,-47
340706,09/09/2019 12:20,6.61,10.69,95.8,6.06,69.9,1,95.8,140.2,-46
340707,09/09/2019 12:25,6.61,10.69,95.9,6.06,69.9,-1,95.8,139.7,-48
340708,09/09/2019 12:30,6.61,10.69,95.8,6.07,69.8,2,95.8,141,-45
340709,09/09/2019 12:35,6.61,10.69,95.8,6.07,69.8,0,95.8,140.4,-47
340710,09/09/2019 12:40,6.61,10.69,95.7,6.07,69.8,2,95.7,140.4,-45
340711,09/09/2019 12:45,6.61,10.69,95.6,6.07,69.7,1,95.7,139.5,-46
340712,09/09/2019 12:50,6.61,10.69,95.6,6.08,69.7,2,95.6,141.2,-45
340713,09/09/2019 12:55,6.61,10.69,95.5,6.08,69.6,1,95.5,140.3,-46
340714,09/09/2019 13:00,6.62,10.69,95.4,6.09,69.6,4,95.4,140.5,-43
340715,09/09/2019 13:05,6.61,10.69,95.4,6.09,69.6,0,95.4,139.8,-47
340716,09/09/2019 13:10,6.61,10.69,95.4,6.09,69.5,0,95.4,140.7,-47
340717,09/09/2019 13:15,6.61,10.69,95.3,6.09,69.5,1,95.4,140.1,-46
340718,09/09/2019 13:20,6.61,10.69,95.4,6.09,69.4,-2,95.4,140.5,-49
340719,09/09/2019 13:25,6.61,10.69,95.4,6.09,69.4,-1,95.4,140.1,-48
340720,09/09/2019 13:30,6.61,10.69,95.2,6.08,69.3,4,95.2,139.8,-43
340721,09/09/2019 13:35,6.62,10.69,95.2,6.08,69.3,-2,95.2,140.3,-49
340722,09/09/2019 13:40,6.62,10.69,95.2,6.08,69.3,0,95.2,140,-47
340723,09/09/2019 13:45,6.62,10.69,95.4,6.08,69.2,-4,95.4,139.8,-51
340724,09/09/2019 13:50,6.62,10.69,95.3,6.08,69.2,3,95.3,140.6,-44
340725,09/09/2019 13:55,6.62,10.69,95.3,6.08,69.1,0,95.3,140.5,-47
340726,09/09/2019 14:00,6.62,10.69,95.5,6.07,69.1,-3,95.5,139.7,-50
340727,09/09/2019 14:05,6.62,10.69,95.4,6.07,69.1,1,95.4,139.4,-46
340728,09/09/2019 14:10,6.62,10.69,95.3,6.07,69,3,95.3,141.4,-44
340729,09/09/2019 14:15,6.61,10.69,95.2,6.07,69,3,95.2,140.9,-44
340730,09/09/2019 14:20,6.61,10.69,95.1,6.06,69,0,95.1,139.4,-47
340731,09/09/2019 14:25,6.61,10.69,95.1,6.06,68.9,2,95.1,139.2,-45
340732,09/09/2019 14:30,6.61,10.69,95.1,6.06,68.9,4,95.1,140.3,-43
340733,09/09/2019 14:35,6.61,10.69,95,6.06,68.9,0,95,140.4,-47
340734,09/09/2019 14:40,6.61,10.69,94.9,6.06,68.8,1,94.9,140.5,-46
340735,09/09/2019 14:45,6.61,10.69,95,6.06,68.8,1,95,140.1,-46
340736,09/09/2019 14:50,6.61,10.69,95,6.06,68.8,-5,95,139.6,-52
340737,09/09/2019 14:55,6.62,10.69,95,6.07,68.8,0,95,140.2,-47
340738,09/09/2019 15:00,6.62,10.69,95.1,6.07,68.7,-3,95.1,141,-50
340739,09/09/2019 15:05,6.62,10.69,95.1,6.07,68.7,1,95.1,140.7,-46
340740,09/09/2019 15:10,6.62,10.69,95.2,6.06,68.7,-1,95.2,139.3,-48
340741,09/09/2019 15:15,6.62,10.68,95,6.06,68.6,3,95,140,-44
340742,09/09/2019 15:20,0,0,0,6.06,0,0,0,1.5,0
340743,09/09/2019 15:25,0,0,0,6.09,0,0,0,1.3,0
340744,09/09/2019 15:30,0,0,0,6.14,0,0,0,1.6,0
340745,09/09/2019 15:35,0,0,0,6.12,0,0,0,1.7,0
340746,09/09/2019 15:40,0,0,0,6.11,0,0,0,1.8,0
340747,09/09/2019 15:45,0,0,0,6.1,0,0,0,1.1,0
340748,09/09/2019 15:50,0,0,0,6.1,0,0,0,1.5,0
340749,09/09/2019 15:55,0,0,0,6.1,0,0,0,1.4,0
340750,09/09/2019 16:00,0,0,0,6.11,0,0,0,1.5,0
340751,09/09/2019 16:05,0,0,0,6.11,0,0,0,0.7,0
340752,09/09/2019 16:10,0,0,0,6.1,0,0,0,1,0
340753,09/09/2019 16:15,0,0,0,6.1,0,0,0,1.3,0
340754,09/09/2019 16:20,0,0,0,6.09,0,0,0,1.4,0
340755,09/09/2019 16:25,0,0,0,6.08,0,0,0,1.2,0
340756,09/09/2019 16:30,0,0,0,6.08,0,0,0,1.3,0
340757,09/09/2019 16:35,0,0,0,6.07,0,0,0,1.6,0
340758,09/09/2019 16:40,0,0,0,6.06,0,0,0,1.7,0
340759,09/09/2019 16:45,0,0,0,6.05,0,0,0,0.4,0
340760,09/09/2019 16:50,0,0,0,6.05,0,0,0,1.6,0
340761,09/09/2019 16:55,0,0,0,6.06,0,0,0,1.9,0
340762,09/09/2019 17:00,0,0,0,6.07,0,0,0,1.4,0
340763,09/09/2019 17:05,0,0,0,6.08,0,0,0,1.4,0
340764,09/09/2019 17:10,0,0,0,6.09,0,0,0,1,0
340765,09/09/2019 17:15,0,0,0,6.1,0,0,0,0.6,0
340766,09/09/2019 17:20,0,0,0,6.11,0,0,0,2,0
340767,09/09/2019 17:25,0,0,0,6.13,0,0,0,1.5,0
340768,09/09/2019 17:30,0,0,0,6.14,0,0,0,1.2,0
340769,09/09/2019 17:35,0,0,0,6.15,0,0,0,0.3,0
340770,09/09/2019 17:40,0,0,0,6.16,0,0,0,0.6,0
340771,09/09/2019 17:45,0,0,0,6.17,0,0,0,1.1,0
340772,09/09/2019 17:50,0,0,0,6.18,0,0,0,0.8,0
340773,09/09/2019 17:55,0,0,0,6.19,0,0,0,1.8,0
340774,09/09/2019 18:00,0,0,0,6.2,0,0,0,1.4,0
340775,09/09/2019 18:05,0,0,0,6.21,0,0,0,1.3,0
340776,09/09/2019 18:10,0,0,0,6.21,0,0,0,1.2,0
340777,09/09/2019 18:15,0,0,0,6.22,0,0,0,1.2,0
340778,09/09/2019 18:20,0,0,0,6.22,0,0,0,1.5,0
340779,09/09/2019 18:25,0,0,0,6.22,0,0,0,1.7,0
340780,09/09/2019 18:30,0,0,0,6.22,0,0,0,0.3,0
340781,09/09/2019 18:35,0,0,0,6.23,0,0,0,1.6,0
340782,09/09/2019 18:40,7.52,10.23,95,6.23,68.6,6,95,140.3,-41
340783,09/09/2019 18:45,7.16,10.47,95,6.23,68.6,-24,95,140.1,-71
340784,09/09/2019 18:50,7,10.6,95,6.21,68.6,-19,95,139.8,-66
340785,09/09/2019 18:55,6.89,10.65,95,6.2,68.6,-17,95,140.2,-64
340786,09/09/2019 19:00,6.83,10.67,95,6.17,68.6,-22,95,140.1,-69
340787,09/09/2019 19:05,6.77,10.67,95,6.15,68.6,-16,95,139.8,-63
340788,09/09/2019 19:10,6.73,10.67,95.5,6.12,68.6,-16,95.5,140.4,-63
340789,09/09/2019 19:15,6.68,10.66,95.9,6.1,68.5,-7,95.9,140.3,-54
340790,09/09/2019 19:20,6.64,10.66,96,6.09,68.5,0,96,140.2,-47
340791,09/09/2019 19:25,6.64,10.67,96.2,6.08,68.5,0,96.2,140.2,-47
340792,09/09/2019 19:30,6.65,10.67,96.4,6.07,68.4,-6,96.4,140.3,-53
340793,09/09/2019 19:35,6.65,10.68,96.5,6.06,68.4,0,96.5,140,-47
340794,09/09/2019 19:40,6.65,10.67,96.3,6.06,68.4,3,96.3,140.6,-44
340795,09/09/2019 19:45,6.66,10.67,96.3,6.06,68.4,0,96.3,140.7,-47
340796,09/09/2019 19:50,6.65,10.67,96.2,6.05,68.3,2,96.2,140.6,-45
340797,09/09/2019 19:55,6.65,10.67,96,6.05,68.3,3,96,140.8,-44
340798,09/09/2019 20:00,6.65,10.67,96.1,6.05,68.3,-3,96.1,139.6,-50
340799,09/09/2019 20:05,6.65,10.67,96,6.05,68.3,1,96,140.2,-46
340800,09/09/2019 20:10,6.64,10.67,95.8,6.06,68.2,6,95.8,139.9,-41
340801,09/09/2019 20:15,6.64,10.67,95.6,6.06,68.2,2,95.6,139.8,-45
340802,09/09/2019 20:20,6.64,10.67,95.5,6.06,68.2,-1,95.5,140,-48
340803,09/09/2019 20:25,0,0,0,6.06,0,0,0,2.1,0
340804,09/09/2019 20:30,0,0,0,6.07,0,0,0,1.5,0
340805,09/09/2019 20:35,0,0,0,6.11,0,0,0,1.5,0
340806,09/09/2019 20:40,0,0,0,6.15,0,0,0,1.3,0
340807,09/09/2019 20:45,0,0,0,6.16,0,0,0,1.2,0
340808,09/09/2019 20:50,0,0,0,6.15,0,0,0,1.5,0
340809,09/09/2019 20:55,0,0,0,6.14,0,0,0,1.4,0
340810,09/09/2019 21:00,0,0,0,6.14,0,0,0,1.6,0
340811,09/09/2019 21:05,0,0,0,6.13,0,0,0,1.2,0
340812,09/09/2019 21:10,7.2,5.59,95.4,6.13,68.1,-64,95.4,146.1,-111
340813,09/09/2019 21:15,7.25,9.81,95.4,6.13,68.1,-7,95.4,141.1,-54
340814,09/09/2019 21:20,6.98,10.42,95.4,6.12,68.1,-6,95.4,141,-53
340815,09/09/2019 21:25,6.84,10.61,95.4,6.11,68.1,-1,95.4,140.1,-48
340816,09/09/2019 21:30,6.77,10.64,95.4,6.1,68.1,1,95.4,139.7,-46
340817,09/09/2019 21:35,6.72,10.64,95.4,6.08,68.1,1,95.4,140.6,-46
340818,09/09/2019 21:40,6.69,10.65,95.4,6.07,68.1,6,95.4,138.5,-41
340819,09/09/2019 21:45,6.67,10.65,95.4,6.05,68.1,1,95.4,138.4,-46
340820,09/09/2019 21:50,6.64,10.65,95.2,6.04,68.1,3,95.2,139.3,-44
340821,09/09/2019 21:55,6.65,10.65,94.8,6.04,68.1,5,94.8,138.9,-42
340822,09/09/2019 22:00,6.64,10.65,94.7,6.03,68.1,4,94.7,139.8,-43
340823,09/09/2019 22:05,6.64,10.65,94.5,6.03,68.1,5,94.5,139.2,-42
340824,09/09/2019 22:10,6.64,10.66,94.5,6.03,68,1,94.5,141.5,-46
340825,09/09/2019 22:15,6.64,10.65,94.6,6.02,68,-1,94.6,141,-48
340826,09/09/2019 22:20,6.63,10.65,94.6,6.02,68,-1,94.6,141.3,-48
340827,09/09/2019 22:25,6.63,10.66,94.5,6.02,68,2,94.5,140.4,-45
340828,09/09/2019 22:30,6.63,10.66,94.5,6.02,68,1,94.5,140.5,-46
340829,09/09/2019 22:35,6.63,10.66,94.7,6.02,68,-4,94.7,141.1,-51
340830,09/09/2019 22:40,6.63,10.66,94.6,6.03,68,-1,94.6,141.1,-48
340831,09/09/2019 22:45,6.63,10.66,94.6,6.03,68,-1,94.6,140.9,-48
340832,09/09/2019 22:50,6.62,10.66,94.4,6.03,67.9,4,94.4,139.2,-43
340833,09/09/2019 22:55,6.62,10.67,94.4,6.03,67.9,0,94.4,139.6,-47
340834,09/09/2019 23:00,6.62,10.67,94.4,6.03,67.9,-3,94.4,140.3,-50
340835,09/09/2019 23:05,6.62,10.67,94.3,6.04,67.9,3,94.3,140.1,-44
340836,09/09/2019 23:10,6.62,10.67,94.2,6.05,67.9,2,94.2,140.3,-45
340837,09/09/2019 23:15,6.62,10.67,94.2,6.05,67.8,0,94.2,139.2,-47
340838,09/09/2019 23:20,6.62,10.67,94,6.05,67.8,1,94,139.7,-46
340839,09/09/2019 23:25,6.62,10.67,93.9,6.05,67.8,1,93.9,139.2,-46
340840,09/09/2019 23:30,6.62,10.67,93.8,6.06,67.7,2,93.8,140.3,-45
340841,09/09/2019 23:35,6.62,10.67,93.6,6.06,67.7,0,93.6,140.6,-47
340842,09/09/2019 23:40,6.61,10.67,93.6,6.06,67.7,-2,93.6,140.1,-49
340843,09/09/2019 23:45,6.61,10.67,93.5,6.07,67.6,1,93.5,139.3,-46
340844,09/09/2019 23:50,6.61,10.67,93.4,6.07,67.6,2,93.4,139.6,-45
340845,09/09/2019 23:55,6.61,10.67,93.3,6.07,67.6,1,93.3,139.5,-46
340846,10/09/2019 00:00,6.61,10.67,93.3,6.08,67.5,1,93.3,139.7,-46
340847,10/09/2019 00:05,6.61,10.67,93.3,6.08,67.5,-2,93.3,140.2,-49
340848,10/09/2019 00:10,0,0,0,6.08,0,0,0,1.5,0
340849,10/09/2019 00:15,0,0,0,6.11,0,0,0,1.3,0
340850,10/09/2019 00:20,0,0,0,6.16,0,0,0,2,0
340851,10/09/2019 00:25,0,0,0,6.17,0,0,0,1.6,0
340852,10/09/2019 00:30,0,0,0,6.15,0,0,0,1.3,0
340853,10/09/2019 00:35,0,0,0,6.13,0,0,0,1.3,0
340854,10/09/2019 00:40,0,0,0,6.12,0,0,0,1.3,0
340855,10/09/2019 00:45,0,0,0,6.12,0,0,0,2,0
340856,10/09/2019 00:50,0,0,0,6.12,0,0,0,1.5,0
340857,10/09/2019 00:55,0,0,0,6.11,0,0,0,1.5,0
340858,10/09/2019 01:00,0,0,0,6.11,0,0,0,1.2,0
340859,10/09/2019 01:05,0,0,0,6.1,0,0,0,1.2,0
340860,10/09/2019 01:10,0,0,0,6.09,0,0,0,1.4,0
340861,10/09/2019 01:15,7.44,4.81,93.3,6.08,67.5,-42,93.3,143.5,-89
340862,10/09/2019 01:20,7.06,9.65,93.3,6.07,67.5,-17,93.3,141.3,-64
340863,10/09/2019 01:25,6.84,10.26,93.3,6.07,67.5,-10,93.3,140.5,-57
340864,10/09/2019 01:30,6.74,10.51,93.3,6.05,67.5,-11,93.3,140.8,-58
340865,10/09/2019 01:35,6.69,10.62,93.3,6.04,67.5,-10,93.3,140.3,-57
340866,10/09/2019 01:40,6.66,10.65,93.3,6.03,67.5,-8,93.3,139.7,-55
340867,10/09/2019 01:45,6.64,10.65,93.3,6.01,67.5,-4,93.3,139.7,-51
340868,10/09/2019 01:50,6.62,10.65,93.7,6,67.5,-7,93.7,140.7,-54
340869,10/09/2019 01:55,6.59,10.64,93.8,6,67.5,-1,93.8,140.3,-48
340870,10/09/2019 02:00,6.6,10.66,93.8,5.99,67.5,-1,93.8,138.9,-48
340871,10/09/2019 02:05,6.6,10.65,94,5.99,67.5,-6,94,139.5,-53
340872,10/09/2019 02:10,6.6,10.65,94.1,5.98,67.5,0,94.1,138.7,-47
340873,10/09/2019 02:15,6.61,10.65,94,5.98,67.5,2,94,140,-45
340874,10/09/2019 02:20,6.61,10.65,94,5.98,67.5,0,94,140.2,-47
340875,10/09/2019 02:25,6.61,10.65,94,5.98,67.6,2,94,140.1,-45
340876,10/09/2019 02:30,6.61,10.65,94,5.99,67.6,-1,94,139.8,-48
340877,10/09/2019 02:35,6.61,10.65,94,5.99,67.6,0,94,139.8,-47
340878,10/09/2019 02:40,6.61,10.65,94,5.99,67.6,2,94,144.3,-45
340879,10/09/2019 02:45,6.61,10.64,94.1,5.99,67.6,2,94.1,141.8,-45
340880,10/09/2019 02:50,6.61,10.65,94.1,6,67.6,0,94.1,138.2,-47
340881,10/09/2019 02:55,6.61,10.65,94,6,67.6,0,94,139.3,-47
340882,10/09/2019 03:00,6.61,10.65,93.9,6,67.6,-1,93.9,139.6,-48
