Name,CoagSense,,,,,,,,,
ID,EE32:631E,,,,,,,,,
Serial No.,27DE:EE32:631E,,,,,,,,,
Version,1.35.00,,,,,,,,,
Timezone,Europe/London,,,,,,,,,
,,,,,,,,,,
Id,Time,pH (Raw) 1.1: pH,pH (Post-Caustic) 5.1: pH,SC Control (PID/Flow) 1.1: 1,pH (Post-Alum) 5.2: pH,pH Control (PID/Flow) 1.2: 1,SCM 1.3: Streaming Current,Coagulation Control 1.1: 1,Flow Sensor 1.4: Flow,SCM 1.3: True Streaming Current
339935,06/09/2019 20:05,9.12,5.18,97.1,5.99,69.9,-60,97.1,129.1,-107
339936,06/09/2019 20:10,8.34,10.06,97.1,5.98,69.9,-11,97.1,141.9,-58
339937,06/09/2019 20:15,7.81,10.49,97.1,5.98,69.9,-10,97.1,141.5,-57
339938,06/09/2019 20:20,7.47,10.68,97.1,5.97,69.9,-11,97.1,141.1,-58
339939,06/09/2019 20:25,7.24,10.73,97.1,5.97,69.9,-9,97.1,140.2,-56
339940,06/09/2019 20:30,7.09,10.74,97.1,5.96,69.9,-6,97.1,139.5,-53
339941,06/09/2019 20:35,6.97,10.74,97.1,5.96,69.9,-10,97.1,138.6,-57
339942,06/09/2019 20:40,6.89,10.73,97.4,5.95,69.9,-5,97.4,139.1,-52
339943,06/09/2019 20:45,6.82,10.72,97.5,5.95,69.9,1,97.5,139.3,-46
339944,06/09/2019 20:50,6.79,10.73,97.7,5.95,70,-4,97.6,140.1,-51
339945,06/09/2019 20:55,6.77,10.73,97.8,5.94,70,-1,97.8,139.7,-48
339946,06/09/2019 21:00,6.76,10.72,98,5.94,70,-1,98,139.5,-48
339947,06/09/2019 21:05,6.75,10.72,98,5.94,70,1,98,139.7,-46
339948,06/09/2019 21:10,6.74,10.72,97.7,5.94,70.1,4,97.7,140,-43
339949,06/09/2019 21:15,6.73,10.72,97.6,5.94,70.1,4,97.6,140.5,-43
339950,06/09/2019 21:20,6.73,10.72,97.6,5.94,70.1,3,97.6,140.5,-44
339951,06/09/2019 21:25,6.72,10.72,97.6,5.94,70.2,1,97.6,139.3,-46
339952,06/09/2019 21:30,6.72,10.72,97.6,5.94,70.2,2,97.6,139.7,-45
339953,06/09/2019 21:35,0,0,0,5.94,0,0,0,1.9,0
339954,06/09/2019 21:40,0,0,0,5.95,0,0,0,1.4,0
339955,06/09/2019 21:45,0,0,0,5.99,0,0,0,1.5,0
339956,06/09/2019 21:50,0,0,0,6.01,0,0,0,1.9,0
339957,06/09/2019 21:55,0,0,0,5.99,0,0,0,1.7,0
339958,06/09/2019 22:00,0,0,0,5.99,0,0,0,1.8,0
339959,06/09/2019 22:05,0,0,0,5.99,0,0,0,1.7,0
339960,06/09/2019 22:10,0,0,0,5.99,0,0,0,0.6,0
339961,06/09/2019 22:15,0,0,0,5.99,0,0,0,1.3,0
339962,06/09/2019 22:20,0,0,0,5.98,0,0,0,2.3,0
339963,06/09/2019 22:25,0,0,0,5.97,0,0,0,0.9,0
339964,06/09/2019 22:30,0,0,0,5.96,0,0,0,1.7,0
339965,06/09/2019 22:35,0,0,0,5.95,0,0,0,0.9,0
339966,06/09/2019 22:40,0,0,0,5.94,0,0,0,1.6,0
339967,06/09/2019 22:45,8.37,9.72,97.6,5.95,70.2,3,97.6,143.5,-44
339968,06/09/2019 22:50,7.77,10.42,97.6,5.95,70.2,-3,97.6,139.5,-50
339969,06/09/2019 22:55,7.4,10.64,97.6,5.94,70.2,-5,97.6,138.6,-52
339970,06/09/2019 23:00,7.17,10.72,97.6,5.94,70.2,-8,97.6,140.4,-55
339971,06/09/2019 23:05,7.02,10.73,97.6,5.93,70.2,-2,97.6,139.9,-49
339972,06/09/2019 23:10,6.92,10.73,97.6,5.93,70.2,2,97.6,139.9,-45
339973,06/09/2019 23:15,6.85,10.72,97.7,5.92,70.2,2,97.7,140.8,-45
339974,06/09/2019 23:20,6.79,10.72,97.7,5.92,70.2,0,97.7,140.2,-47
339975,06/09/2019 23:25,6.76,10.72,97.8,5.92,70.3,-1,97.8,140.7,-48
339976,06/09/2019 23:30,6.75,10.72,97.9,5.91,70.3,-2,97.9,140.3,-49
339977,06/09/2019 23:35,6.74,10.72,98,5.91,70.4,-1,98,141.2,-48
339978,06/09/2019 23:40,6.73,10.71,98,5.91,70.4,-2,98,139.6,-49
339979,06/09/2019 23:45,6.73,10.71,97.9,5.91,70.5,1,97.9,140.5,-46
339980,06/09/2019 23:50,6.72,10.71,97.8,5.91,70.5,4,97.8,139.7,-43
339981,06/09/2019 23:55,6.72,10.71,97.8,5.91,70.6,2,97.8,139.8,-45
339982,07/09/2019 00:00,6.71,10.72,97.6,5.91,70.6,4,97.6,141.2,-43
339983,07/09/2019 00:05,6.71,10.72,97.7,5.91,70.7,-1,97.7,140,-48
339984,07/09/2019 00:10,6.71,10.72,97.7,5.92,70.7,-1,97.7,140.4,-48
339985,07/09/2019 00:15,6.7,10.72,97.7,5.92,70.7,-1,97.7,140.8,-48
339986,07/09/2019 00:20,6.7,10.72,97.6,5.92,70.8,1,97.6,139.4,-46
339987,07/09/2019 00:25,0,0,0,5.92,0,0,0,2.6,0
339988,07/09/2019 00:30,0,0,0,5.93,0,0,0,2.1,0
339989,07/09/2019 00:35,0,0,0,5.96,0,0,0,1.6,0
339990,07/09/2019 00:40,0,0,0,5.98,0,0,0,1.5,0
339991,07/09/2019 00:45,0,0,0,5.97,0,0,0,1.2,0
339992,07/09/2019 00:50,0,0,0,5.97,0,0,0,1.3,0
339993,07/09/2019 00:55,0,0,0,5.98,0,0,0,0.7,0
339994,07/09/2019 01:00,0,0,0,5.99,0,0,0,1.7,0
339995,07/09/2019 01:05,0,0,0,6,0,0,0,1.5,0
339996,07/09/2019 01:10,0,0,0,6,0,0,0,1.9,0
339997,07/09/2019 01:15,0,0,0,6,0,0,0,1.3,0
339998,07/09/2019 01:20,0,0,0,5.99,0,0,0,1,0
339999,07/09/2019 01:25,0,0,0,5.99,0,0,0,1.2,0
340000,07/09/2019 01:30,8.8,4.89,97.7,5.98,70.8,-60,97.7,149.3,-107
340001,07/09/2019 01:35,7.87,9.99,97.7,5.99,70.8,-7,97.7,138.2,-54
340002,07/09/2019 01:40,7.41,10.55,97.7,5.98,70.8,-5,97.7,138.6,-52
340003,07/09/2019 01:45,7.14,10.71,97.7,5.98,70.8,-4,97.7,139.6,-51
340004,07/09/2019 01:50,6.98,10.74,97.7,5.97,70.8,-1,97.7,140.6,-48
340005,07/09/2019 01:55,6.89,10.74,97.7,5.96,70.8,-2,97.7,139.4,-49
340006,07/09/2019 02:00,6.83,10.72,97.9,5.95,70.8,-7,97.9,144.2,-54
340007,07/09/2019 02:05,6.78,10.72,97.8,5.94,70.8,-3,97.8,141.2,-50
340008,07/09/2019 02:10,6.73,10.72,97.7,5.94,70.9,2,97.7,140.4,-45
340009,07/09/2019 02:15,6.73,10.72,97.8,5.93,70.9,-1,97.8,140.1,-48
340010,07/09/2019 02:20,6.72,10.72,98,5.93,71,-4,98,140.5,-51
340011,07/09/2019 02:25,6.72,10.72,97.9,5.93,71,-1,97.9,139.5,-48
340012,07/09/2019 02:30,6.72,10.72,97.9,5.92,71,1,97.9,141.4,-46
340013,07/09/2019 02:35,6.71,10.72,98,5.92,71.1,1,98,139.9,-46
340014,07/09/2019 02:40,6.71,10.72,97.9,5.92,71.1,2,97.9,139.7,-45
340015,07/09/2019 02:45,6.7,10.72,97.9,5.92,71.2,0,97.9,139.3,-47
340016,07/09/2019 02:50,6.7,10.72,97.8,5.92,71.2,1,97.8,140.2,-46
340017,07/09/2019 02:55,6.7,10.72,97.8,5.92,71.2,0,97.8,141.2,-47
340018,07/09/2019 03:00,6.69,10.73,97.8,5.93,71.3,-1,97.8,140.4,-48
340019,07/09/2019 03:05,6.69,10.73,97.7,5.93,71.3,-1,97.7,140.4,-48
340020,07/09/2019 03:10,6.69,10.73,97.7,5.93,71.3,1,97.7,140.3,-46
340021,07/09/2019 03:15,0,0,0,5.93,0,0,0,1.6,0
340022,07/09/2019 03:20,0,0,0,5.96,0,0,0,1.6,0
340023,07/09/2019 03:25,0,0,0,6,0,0,0,1.9,0
340024,07/09/2019 03:30,0,0,0,6.02,0,0,0,0.3,0
340025,07/09/2019 03:35,0,0,0,6.01,0,0,0,1.4,0
340026,07/09/2019 03:40,0,0,0,6.01,0,0,0,1.5,0
340027,07/09/2019 03:45,0,0,0,6.02,0,0,0,0.6,0
340028,07/09/2019 03:50,0,0,0,6.02,0,0,0,0.8,0
340029,07/09/2019 03:55,0,0,0,6.02,0,0,0,1.2,0
340030,07/09/2019 04:00,0,0,0,6.02,0,0,0,0.5,0
340031,07/09/2019 04:05,0,0,0,6.02,0,0,0,1.2,0
340032,07/09/2019 04:10,0,0,0,6.01,0,0,0,1.4,0
340033,07/09/2019 04:15,0,0,0,6,0,0,0,0.9,0
340034,07/09/2019 04:20,0,0,0,6,0,0,0,1.4,0
340035,07/09/2019 04:25,0,0,0,6,0,0,0,1.3,0
340036,07/09/2019 04:30,0,0,0,5.99,0,0,0,1.3,0
340037,07/09/2019 04:35,0,0,0,5.98,0,0,0,0.7,0
340038,07/09/2019 04:40,8.65,9.64,97.9,5.98,71.3,-5,97.9,140.1,-52
340039,07/09/2019 04:45,8.05,10.36,97.9,5.98,71.3,-6,97.9,140.9,-53
340040,07/09/2019 04:50,7.67,10.58,97.9,5.97,71.3,-7,97.9,140.9,-54
340041,07/09/2019 04:55,7.4,10.7,97.9,5.97,71.3,-6,97.9,140.7,-53
340042,07/09/2019 05:00,7.21,10.74,97.9,5.96,71.3,-6,97.9,139.6,-53
340043,07/09/2019 05:05,7.08,10.74,97.9,5.95,71.3,0,97.9,140.4,-47
340044,07/09/2019 05:10,6.97,10.73,98,5.94,71.3,-2,98,139.1,-49
340045,07/09/2019 05:15,6.88,10.73,98,5.94,71.4,0,98,140.5,-47
340046,07/09/2019 05:20,6.83,10.73,98,5.93,71.4,-2,98,140.2,-49
340047,07/09/2019 05:25,6.81,10.73,97.9,5.93,71.4,3,97.9,139.5,-44
340048,07/09/2019 05:30,6.79,10.73,98.1,5.93,71.5,-2,98.1,139,-49
340049,07/09/2019 05:35,6.77,10.72,98.1,5.93,71.5,1,98.1,140.3,-46
340050,07/09/2019 05:40,6.76,10.72,98.1,5.93,71.5,1,98.1,140.5,-46
340051,07/09/2019 05:45,6.75,10.72,98,5.93,71.6,3,98,140.3,-44
340052,07/09/2019 05:50,6.73,10.72,98.1,5.93,71.6,0,98.1,140.5,-47
340053,07/09/2019 05:55,6.73,10.72,98,5.93,71.7,2,98,140,-45
340054,07/09/2019 06:00,6.72,10.73,98,5.93,71.7,2,98,139.5,-45
340055,07/09/2019 06:05,0,0,0,5.95,0,0,0,1.6,0
340056,07/09/2019 06:10,0,0,0,5.98,0,0,0,1.8,0
340057,07/09/2019 06:15,0,0,0,6.03,0,0,0,1.5,0
340058,07/09/2019 06:20,0,0,0,6.01,0,0,0,0.9,0
340059,07/09/2019 06:25,0,0,0,5.99,0,0,0,1.5,0
340060,07/09/2019 06:30,0,0,0,5.99,0,0,0,1.4,0
340061,07/09/2019 06:35,0,0,0,5.99,0,0,0,0.4,0
340062,07/09/2019 06:40,0,0,0,5.99,0,0,0,1.4,0
340063,07/09/2019 06:45,0,0,0,5.99,0,0,0,1.3,0
340064,07/09/2019 06:50,0,0,0,5.99,0,0,0,1.3,0
340065,07/09/2019 06:55,0,0,0,5.99,0,0,0,1.4,0
340066,07/09/2019 07:00,0,0,0,5.98,0,0,0,0.9,0
340067,07/09/2019 07:05,0,0,0,5.98,0,0,0,1.2,0
340068,07/09/2019 07:10,0,0,0,5.98,0,0,0,1.7,0
340069,07/09/2019 07:15,0,0,0,5.97,0,0,0,99.7,0
340070,07/09/2019 07:20,8.48,10.05,98,5.97,71.7,-13,98,142.8,-60
340071,07/09/2019 07:25,7.94,10.45,98,5.97,71.7,-10,98,139.9,-57
340072,07/09/2019 07:30,7.58,10.63,98,5.96,71.7,-10,98,139.3,-57
340073,07/09/2019 07:35,7.33,10.71,98,5.95,71.7,-6,98,140.4,-53
340074,07/09/2019 07:40,7.16,10.73,98,5.95,71.7,-8,98,140.4,-55
340075,07/09/2019 07:45,7.03,10.74,98,5.94,71.7,-6,98,140.6,-53
340076,07/09/2019 07:50,6.93,10.73,98.1,5.93,71.7,-2,98.1,140.6,-49
340077,07/09/2019 07:55,6.85,10.72,98.4,5.93,71.7,-3,98.4,140.1,-50
340078,07/09/2019 08:00,6.82,10.73,98.4,5.93,71.8,0,98.4,140.6,-47
340079,07/09/2019 08:05,6.79,10.73,98.5,5.93,71.8,-4,98.5,139.7,-51
340080,07/09/2019 08:10,6.77,10.72,98.5,5.93,71.8,-1,98.5,140.5,-48
340081,07/09/2019 08:15,6.76,10.72,98.5,5.93,71.9,-1,98.5,140.1,-48
340082,07/09/2019 08:20,6.75,10.72,98.4,5.93,71.9,2,98.4,139.7,-45
340083,07/09/2019 08:25,6.74,10.72,98.7,5.93,71.9,-3,98.7,140.6,-50
340084,07/09/2019 08:30,6.73,10.72,98.7,5.93,72,-1,98.7,140.6,-48
340085,07/09/2019 08:35,6.72,10.73,98.8,5.93,72,-1,98.8,140.3,-48
340086,07/09/2019 08:40,6.72,10.73,98.8,5.93,72.1,-1,98.8,140,-48
340087,07/09/2019 08:45,6.71,10.73,98.9,5.93,72.1,-2,98.9,139.2,-49
340088,07/09/2019 08:50,6.71,10.73,99.1,5.93,72.1,0,99.1,139.4,-47
340089,07/09/2019 08:55,6.7,10.73,99.3,5.94,72.1,-3,99.3,139.7,-50
340090,07/09/2019 09:00,6.7,10.74,99.7,5.94,72.2,-6,99.7,140.1,-53
340091,07/09/2019 09:05,6.69,10.74,99.8,5.94,72.2,-3,99.8,141.2,-50
340092,07/09/2019 09:10,6.69,10.74,100,5.95,72.2,-1,100,140.7,-48
340093,07/09/2019 09:15,6.69,10.74,100,5.95,72.3,-1,100,140.1,-48
340094,07/09/2019 09:20,6.69,10.74,100,5.95,72.3,-1,100,140,-48
340095,07/09/2019 09:25,6.68,10.74,100,5.95,72.3,-3,100,140.1,-50
340096,07/09/2019 09:30,6.68,10.74,100,5.95,72.3,-7,100,140,-54
340097,07/09/2019 09:35,6.68,10.74,100,5.96,72.3,-6,100,140.3,-53
340098,07/09/2019 09:40,0,0,0,5.96,0,0,0,2.7,0
340099,07/09/2019 09:45,0,0,0,5.99,0,0,0,1.7,0
340100,07/09/2019 09:50,0,0,0,6.07,0,0,0,1.4,0
340101,07/09/2019 09:55,0,0,0,6.09,0,0,0,1.9,0
340102,07/09/2019 10:00,0,0,0,6.03,0,0,0,1.7,0
340103,07/09/2019 10:05,0,0,0,6.02,0,0,0,1.6,0
340104,07/09/2019 10:10,0,0,0,6.03,0,0,0,0.4,0
340105,07/09/2019 10:15,0,0,0,6.05,0,0,0,1.3,0
340106,07/09/2019 10:20,0,0,0,6.06,0,0,0,1.2,0
340107,07/09/2019 10:25,0,0,0,6.06,0,0,0,0.8,0
340108,07/09/2019 10:30,0,0,0,6.04,0,0,0,1.1,0
340109,07/09/2019 10:35,0,0,0,6.03,0,0,0,1.4,0
340110,07/09/2019 10:40,0,0,0,6.02,0,0,0,1,0
340111,07/09/2019 10:45,8.61,6.28,100,6.01,72.4,-83,100,144,-130
340112,07/09/2019 10:50,7.71,10.2,100,6.02,72.4,-13,100,140.6,-60
340113,07/09/2019 10:55,7.29,10.6,100,6.01,72.4,-12,100,137.6,-59
340114,07/09/2019 11:00,7.06,10.73,100,6.01,72.4,-9,100,138.7,-56
340115,07/09/2019 11:05,6.93,10.75,100,6.01,72.4,-10,100,138.8,-57
340116,07/09/2019 11:10,6.85,10.76,100,6,72.4,-6,100,139,-53
340117,07/09/2019 11:15,6.79,10.76,100,6,72.4,-6,100,139.4,-53
340118,07/09/2019 11:20,6.75,10.74,100,5.99,72.4,-6,100,142.8,-53
340119,07/09/2019 11:25,6.72,10.72,100,5.99,72.4,-8,100,141.5,-55
340120,07/09/2019 11:30,6.71,10.73,100,5.99,72.4,-10,100,140.1,-57
340121,07/09/2019 11:35,6.71,10.74,100,5.99,72.4,-4,100,139.4,-51
340122,07/09/2019 11:40,6.71,10.73,100,5.99,72.4,-5,100,140.3,-52
340123,07/09/2019 11:45,6.7,10.73,100,5.99,72.4,-4,100,140,-51
340124,07/09/2019 11:50,6.7,10.73,100,5.99,72.4,-4,100,141,-51
340125,07/09/2019 11:55,6.7,10.73,100,5.99,72.4,-7,100,139.4,-54
340126,07/09/2019 12:00,6.7,10.74,100,5.99,72.4,-3,100,141,-50
340127,07/09/2019 12:05,6.7,10.74,100,5.99,72.4,-6,100,140.1,-53
340128,07/09/2019 12:10,6.7,10.74,100,5.99,72.4,-6,100,139.4,-53
340129,07/09/2019 12:15,6.69,10.74,100,5.99,72.4,-3,100,139.9,-50
340130,07/09/2019 12:20,6.69,10.74,100,6,72.4,-6,100,140.6,-53
340131,07/09/2019 12:25,6.69,10.74,100,6,72.4,-6,100,139.8,-53
340132,07/09/2019 12:30,6.69,10.74,100,6,72.4,-7,100,139.5,-54
340133,07/09/2019 12:35,6.69,10.74,100,6,72.4,-11,100,139.6,-58
340134,07/09/2019 12:40,6.69,10.74,100,5.99,72.4,-6,100,139.8,-53
340135,07/09/2019 12:45,6.68,10.75,100,5.99,72.4,-2,100,140.4,-49
340136,07/09/2019 12:50,6.68,10.75,100,5.99,72.4,-5,100,140,-52
340137,07/09/2019 12:55,6.68,10.75,100,5.99,72.4,-4,100,140.9,-51
340138,07/09/2019 13:00,6.68,10.75,100,5.99,72.4,0,100,140.4,-47
340139,07/09/2019 13:05,6.68,10.75,100,6,72.4,-2,100,139.6,-49
340140,07/09/2019 13:10,6.68,10.75,100,6,72.4,-3,100,140.1,-50
340141,07/09/2019 13:15,6.68,10.75,100,6,72.4,-4,100,139.7,-51
340142,07/09/2019 13:20,6.68,10.75,100,6,72.4,-8,100,140.3,-55
340143,07/09/2019 13:25,6.68,10.75,100,6,72.4,-3,100,141,-50
340144,07/09/2019 13:30,6.68,10.74,100,6,72.4,-7,100,140.1,-54
340145,07/09/2019 13:35,6.68,10.74,100,6,72.4,-2,100,139.9,-49
340146,07/09/2019 13:40,6.68,10.74,100,6.01,72.4,-6,100,140.5,-53
340147,07/09/2019 13:45,6.68,10.74,100,6.01,72.4,-5,100,140.1,-52
340148,07/09/2019 13:50,6.67,10.74,100,6.01,72.4,-5,100,139.9,-52
340149,07/09/2019 13:55,6.67,10.74,100,6.01,72.4,-3,100,139.1,-50
340150,07/09/2019 14:00,6.67,10.74,100,6.02,72.4,-4,100,140.2,-51
340151,07/09/2019 14:05,6.67,10.74,100,6.02,72.4,-4,100,139.8,-51
340152,07/09/2019 14:10,6.67,10.74,100,6.02,72.4,-4,100,139.9,-51
340153,07/09/2019 14:15,6.67,10.74,100,6.02,72.4,0,100,140,-47
340154,07/09/2019 14:20,6.67,10.74,100,6.02,72.4,-3,100,140.1,-50
340155,07/09/2019 14:25,6.67,10.74,100,6.02,72.3,-3,100,140.3,-50
340156,07/09/2019 14:30,6.66,10.74,100,6.03,72.3,-3,100,140.7,-50
340157,07/09/2019 14:35,6.66,10.74,100,6.03,72.3,-1,100,140.5,-48
340158,07/09/2019 14:40,6.65,10.74,99.9,6.03,72.3,0,99.9,140.2,-47
340159,07/09/2019 14:45,6.65,10.74,99.7,6.03,72.3,4,99.7,139.9,-43
340160,07/09/2019 14:50,6.65,10.74,99.5,6.03,72.3,3,99.5,139.9,-44
340161,07/09/2019 14:55,6.65,10.74,99.1,6.03,72.3,8,99.1,139.6,-39
340162,07/09/2019 15:00,6.65,10.75,98.9,6.03,72.2,7,98.9,140.3,-40
340163,07/09/2019 15:05,6.65,10.75,98.6,6.03,72.2,5,98.6,139.4,-42
340164,07/09/2019 15:10,6.65,10.75,98.3,6.04,72.2,7,98.3,140,-40
340165,07/09/2019 15:15,6.65,10.75,98.1,6.04,72.2,5,98.1,140.7,-42
340166,07/09/2019 15:20,6.65,10.75,98,6.04,72.2,3,98,139.6,-44
340167,07/09/2019 15:25,6.65,10.75,98.1,6.04,72.1,-3,98.1,139.9,-50
340168,07/09/2019 15:30,6.65,10.75,97.9,6.05,72.1,3,97.9,139.8,-44
340169,07/09/2019 15:35,6.65,10.75,97.9,6.05,72.1,1,97.9,139.9,-46
340170,07/09/2019 15:40,6.65,10.75,97.8,6.05,72.1,3,97.8,141,-44
340171,07/09/2019 15:45,6.65,10.75,97.6,6.05,72,6,97.6,140.2,-41
340172,07/09/2019 15:50,6.65,10.75,97.5,6.05,72,-1,97.5,139.6,-48
340173,07/09/2019 15:55,6.65,10.75,97.4,6.05,72,1,97.4,139.5,-46
340174,07/09/2019 16:00,6.65,10.75,97.3,6.05,72,0,97.3,140.7,-47
340175,07/09/2019 16:05,6.65,10.75,97.1,6.06,71.9,3,97.1,140.7,-44
340176,07/09/2019 16:10,6.64,10.75,97.1,6.06,71.9,-1,97.1,139,-48
340177,07/09/2019 16:15,6.64,10.75,97.2,6.06,71.9,1,97.2,139.6,-46
340178,07/09/2019 16:20,6.64,10.74,97.2,6.05,71.8,-2,97.2,140.6,-49
340179,07/09/2019 16:25,6.64,10.75,97.3,6.05,71.8,-5,97.3,140.9,-52
340180,07/09/2019 16:30,6.64,10.75,97.3,6.05,71.8,-2,97.3,139.2,-49
340181,07/09/2019 16:35,6.64,10.75,97.3,6.05,71.8,2,97.3,140,-45
340182,07/09/2019 16:40,6.64,10.74,97.3,6.05,71.7,2,97.3,140.6,-45
340183,07/09/2019 16:45,6.64,10.74,97.4,6.05,71.7,4,97.4,140.5,-43
340184,07/09/2019 16:50,6.64,10.75,97.4,6.05,71.7,1,97.4,140.8,-46
340185,07/09/2019 16:55,6.64,10.75,97.3,6.05,71.7,2,97.3,139.8,-45
340186,07/09/2019 17:00,6.64,10.75,97.4,6.05,71.6,-1,97.4,140.1,-48
340187,07/09/2019 17:05,6.64,10.75,97.4,6.05,71.6,-3,97.4,140.3,-50
340188,07/09/2019 17:10,6.64,10.75,97.4,6.05,71.6,0,97.4,140.4,-47
340189,07/09/2019 17:15,6.64,10.75,97.4,6.05,71.6,0,97.4,139.7,-47
340190,07/09/2019 17:20,6.64,10.74,97.3,6.05,71.5,2,97.3,139.9,-45
340191,07/09/2019 17:25,6.64,10.74,97.2,6.05,71.5,3,97.2,140.7,-44
340192,07/09/2019 17:30,6.64,10.74,97.1,6.05,71.5,2,97.1,139.7,-45
340193,07/09/2019 17:35,6.64,10.74,97.2,6.05,71.5,-2,97.2,140.5,-49
340194,07/09/2019 17:40,6.64,10.74,97.3,6.05,71.4,-3,97.3,139.3,-50
340195,07/09/2019 17:45,6.64,10.74,97.1,6.05,71.4,1,97.1,139.9,-46
340196,07/09/2019 17:50,6.64,10.74,97.1,6.05,71.4,1,97.1,140,-46
340197,07/09/2019 17:55,6.64,10.75,97.1,6.05,71.4,0,97.1,140,-47
340198,07/09/2019 18:00,6.64,10.74,97,6.05,71.3,2,97,139.3,-45
340199,07/09/2019 18:05,6.64,10.74,97.1,6.05,71.3,-4,97.1,139,-51
340200,07/09/2019 18:10,6.64,10.74,97.1,6.05,71.3,-3,97.1,140.1,-50
340201,07/09/2019 18:15,6.64,10.74,97.1,6.06,71.2,4,97.1,140.8,-43
340202,07/09/2019 18:20,6.64,10.74,97,6.06,71.2,-1,97,140.7,-48
340203,07/09/2019 18:25,6.64,10.74,96.9,6.06,71.2,1,97,139.8,-46
340204,07/09/2019 18:30,6.64,10.74,96.9,6.06,71.2,3,96.9,139.8,-44
340205,07/09/2019 18:35,6.64,10.74,97.1,6.06,71.1,-1,97.1,139.6,-48
340206,07/09/2019 18:40,6.64,10.74,97.1,6.06,71.1,3,97.1,140.6,-44
340207,07/09/2019 18:45,6.63,10.74,97,6.06,71.1,0,97,139.9,-47
340208,07/09/2019 18:50,6.63,10.74,96.9,6.06,71,1,96.9,139.8,-46
340209,07/09/2019 18:55,6.63,10.74,96.8,6.06,71,0,96.8,140.3,-47
340210,07/09/2019 19:00,6.63,10.74,96.6,6.06,71,1,96.6,141.1,-46
340211,07/09/2019 19:05,6.63,10.74,96.4,6.06,70.9,3,96.4,140.4,-44
340212,07/09/2019 19:10,6.63,10.74,96.3,6.06,70.9,0,96.2,140.4,-47
340213,07/09/2019 19:15,6.62,10.74,96.2,6.06,70.9,1,96.2,140,-46
340214,07/09/2019 19:20,6.62,10.74,96,6.06,70.8,3,96,139.5,-44
340215,07/09/2019 19:25,6.62,10.74,95.9,6.07,70.8,5,95.9,140.6,-42
340216,07/09/2019 19:30,6.62,10.74,96.2,6.07,70.8,-1,96.3,140.2,-48
340217,07/09/2019 19:35,6.62,10.74,96.1,6.07,70.7,3,96.1,140.5,-44
340218,07/09/2019 19:40,6.62,10.74,96.2,6.07,70.7,0,96.2,140.2,-47
340219,07/09/2019 19:45,6.61,10.74,96.2,6.07,70.7,-1,96.2,139.8,-48
340220,07/09/2019 19:50,6.61,10.74,96.1,6.07,70.6,4,96.1,140.1,-43
340221,07/09/2019 19:55,6.61,10.74,96.2,6.07,70.6,-1,96.3,140.1,-48
340222,07/09/2019 20:00,6.61,10.74,96.3,6.07,70.6,-3,96.3,139.5,-50
340223,07/09/2019 20:05,6.61,10.74,96.3,6.07,70.5,-1,96.3,139.6,-48
340224,07/09/2019 20:10,6.62,10.74,96.3,6.07,70.5,0,96.3,140.4,-47
340225,07/09/2019 20:15,6.62,10.74,96.2,6.07,70.5,1,96.2,141,-46
340226,07/09/2019 20:20,6.62,10.74,96.1,6.07,70.4,0,96.1,140.1,-47
340227,07/09/2019 20:25,6.62,10.74,95.9,6.07,70.4,0,95.9,141,-47
340228,07/09/2019 20:30,6.62,10.74,96,6.07,70.4,-5,96,139.5,-52
340229,07/09/2019 20:35,6.62,10.74,95.9,6.07,70.3,2,95.9,140.5,-45
340230,07/09/2019 20:40,6.62,10.73,95.9,6.07,70.3,1,95.9,139.6,-46
340231,07/09/2019 20:45,6.62,10.73,95.7,6.07,70.3,1,95.7,140.4,-46
340232,07/09/2019 20:50,6.62,10.73,95.6,6.07,70.2,-1,95.6,140.2,-48
340233,07/09/2019 20:55,6.62,10.73,95.6,6.07,70.2,-1,95.6,139.4,-48
340234,07/09/2019 21:00,6.62,10.73,95.6,6.07,70.2,3,95.6,140.5,-44
340235,07/09/2019 21:05,6.62,10.73,95.7,6.07,70.1,0,95.7,141,-47
340236,07/09/2019 21:10,6.62,10.73,95.5,6.07,70.1,1,95.5,139.9,-46
340237,07/09/2019 21:15,6.62,10.73,95.5,6.07,70.1,0,95.5,139.5,-47
340238,07/09/2019 21:20,6.62,10.73,95.2,6.07,70,6,95.2,140.8,-41
340239,07/09/2019 21:25,6.62,10.73,95.3,6.07,70,1,95.3,140,-46
340240,07/09/2019 21:30,6.61,10.73,95.4,6.07,69.9,-4,95.3,140.3,-51
340241,07/09/2019 21:35,6.61,10.73,95.4,6.07,69.9,-1,95.4,139.7,-48
340242,07/09/2019 21:40,6.61,10.73,95.3,6.07,69.9,5,95.3,139.6,-42
340243,07/09/2019 21:45,6.61,10.73,95.3,6.08,69.8,-1,95.3,139.6,-48
340244,07/09/2019 21:50,6.61,10.73,95.3,6.08,69.8,1,95.3,140.3,-46
340245,07/09/2019 21:55,6.61,10.72,95.3,6.08,69.8,-1,95.3,139.8,-48
340246,07/09/2019 22:00,6.61,10.72,95.1,6.08,69.7,3,95.1,139.6,-44
340247,07/09/2019 22:05,6.61,10.72,95.1,6.07,69.7,0,95.1,139.4,-47
340248,07/09/2019 22:10,6.61,10.72,95.1,6.08,69.6,0,95.1,139.3,-47
340249,07/09/2019 22:15,6.61,10.72,95,6.07,69.6,0,95,139.8,-47
